FSTANF,FSWAGES,RAWNET,WRK_POOR,REALPROP,FSSLTDED,FSASSET,FSEARN,FSSSI,HWGT,FSNONCIT,TPOV,FSERNDED,FSUNEARN,FSGA,TANF_IND,FSTOTDED,FSGRINC,FSNELDER,FSUSIZE,LIQRESOR,FSNETINC,FSSLTDE2,RAWERND,FSTOTDE2,FSSTDDE2,FSDIS,SHELDED,CERTHHSZ,FSERNDE2,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,0.0,1168.0,1.0,0.0,417.0,0.0,403.0,0.0,847.1718835354654,0.0,108.0,80.0,1402.0,0.0,0.0,636.0,1805.0,0.0,4.0,0.0,1169.0,417.0,81.0,636.0,139.0,0.0,417.0,4.0,80.0,0.0,0.0,1.0
31.0,204.0,0.0,1.0,0.0,417.0,41.0,204.0,0.0,809.3693123451693,1.0,17.0,40.0,31.0,0.0,1.0,591.0,235.0,0.0,3.0,41.0,0.0,61.0,41.0,235.0,0.0,0.0,417.0,3.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,417.0,0.0,425.0,0.0,832.1458618118128,0.0,39.0,85.0,0.0,0.0,0.0,636.0,425.0,0.0,2.0,0.0,0.0,206.0,85.0,425.0,0.0,0.0,417.0,2.0,0.0,0.0,0.0,1.0
0.0,1359.0,953.0,1.0,0.0,0.0,25.0,1359.0,0.0,856.8367877092371,0.0,98.0,271.0,0.0,0.0,0.0,405.0,1359.0,0.0,3.0,25.0,954.0,0.0,272.0,405.0,134.0,0.0,0.0,3.0,271.0,0.0,0.0,1.0
310.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,840.9422820715876,0.0,28.0,0.0,310.0,0.0,1.0,134.0,310.0,0.0,2.0,0.0,176.0,0.0,0.0,134.0,134.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,855.7522622463596,0.0,0.0,0.0,0.0,0.0,0.0,623.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,816.1354573358827,0.0,41.0,0.0,684.0,0.0,0.0,139.0,684.0,0.0,4.0,0.0,545.0,0.0,0.0,139.0,139.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
0.0,2023.0,1108.0,1.0,0.0,204.0,0.0,2023.0,0.0,844.1844200510137,0.0,121.0,404.0,0.0,0.0,0.0,914.0,2023.0,0.0,4.0,0.0,1109.0,204.0,405.0,914.0,208.0,0.0,205.0,4.0,606.0,0.0,0.0,1.0
0.0,0.0,4.0,1.0,0.0,0.0,0.0,172.0,0.0,855.9182324399402,0.0,21.0,34.0,0.0,0.0,0.0,168.0,172.0,0.0,1.0,0.0,4.0,0.0,34.0,168.0,134.0,0.0,0.0,1.0,34.0,0.0,0.0,1.0
0.0,0.0,166.0,1.0,0.0,0.0,0.0,410.0,0.0,778.919501027722,0.0,21.0,82.0,0.0,0.0,0.0,244.0,410.0,0.0,5.0,0.0,166.0,0.0,82.0,244.0,162.0,0.0,0.0,5.0,82.0,0.0,0.0,1.0
0.0,439.0,182.0,1.0,0.0,28.0,0.0,439.0,0.0,841.2742224587489,0.0,40.0,87.0,0.0,0.0,0.0,255.0,439.0,0.0,2.0,0.0,184.0,28.0,88.0,255.0,162.0,0.0,29.0,2.0,115.0,0.0,0.0,1.0
231.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,832.1458618118128,0.0,21.0,0.0,231.0,0.0,1.0,551.0,231.0,0.0,2.0,0.0,0.0,97.0,0.0,231.0,0.0,0.0,417.0,2.0,0.0,1.0,0.0,1.0
0.0,0.0,221.0,0.0,0.0,247.0,0.0,0.0,603.0,866.8722652162636,0.0,74.0,0.0,603.0,0.0,0.0,381.0,603.0,0.0,1.0,0.0,222.0,247.0,0.0,381.0,201.0,1.0,247.0,1.0,0.0,1.0,0.0,1.0
0.0,830.0,283.0,1.0,0.0,279.0,0.0,830.0,0.0,844.593626330362,0.0,75.0,166.0,0.0,0.0,0.0,579.0,830.0,0.0,2.0,0.0,251.0,279.0,166.0,579.0,201.0,0.0,261.0,2.0,249.0,0.0,0.0,1.0
389.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,822.1490172508799,0.0,28.0,0.0,389.0,0.0,1.0,134.0,389.0,0.0,3.0,0.0,255.0,0.0,0.0,134.0,134.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,219.0,0.0,199.0,0.0,855.7522622463596,0.0,24.0,39.0,0.0,0.0,0.0,392.0,199.0,0.0,1.0,0.0,0.0,26.0,40.0,199.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,410.0,0.0,215.0,0.0,832.1458618118128,0.0,20.0,43.0,0.0,0.0,0.0,587.0,215.0,0.0,2.0,0.0,0.0,38.0,43.0,215.0,0.0,0.0,410.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.7522622463596,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1066.0,671.0,1.0,0.0,47.0,0.0,1066.0,0.0,865.6718409151055,1.0,97.0,213.0,0.0,0.0,0.0,394.0,1066.0,0.0,2.0,0.0,672.0,47.0,213.0,394.0,181.0,0.0,48.0,2.0,260.0,0.0,0.0,1.0
0.0,0.0,1151.0,0.0,0.0,107.0,37.0,0.0,0.0,827.8807081340158,0.0,73.0,0.0,1420.0,0.0,0.0,269.0,1420.0,0.0,5.0,37.0,1151.0,107.0,0.0,269.0,243.0,0.0,107.0,5.0,0.0,0.0,0.0,1.0
0.0,0.0,327.0,0.0,0.0,161.0,0.0,0.0,56.0,872.017341217264,0.0,76.0,0.0,623.0,0.0,0.0,295.0,623.0,0.0,1.0,0.0,328.0,161.0,0.0,295.0,201.0,1.0,161.0,1.0,0.0,1.0,0.0,1.0
0.0,1774.0,1367.0,1.0,0.0,0.0,0.0,1774.0,0.0,856.9641249567243,0.0,112.0,354.0,87.0,0.0,0.0,493.0,1861.0,0.0,4.0,0.0,1368.0,0.0,355.0,493.0,139.0,0.0,0.0,4.0,354.0,0.0,0.0,1.0
0.0,0.0,384.0,0.0,0.0,260.0,0.0,0.0,0.0,781.7562393965273,0.0,101.0,0.0,828.0,0.0,0.0,443.0,828.0,1.0,1.0,0.0,385.0,260.0,0.0,443.0,201.0,0.0,261.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,581.0,0.0,0.0,0.0,27.0,0.0,0.0,783.1193438480117,1.0,88.0,0.0,715.0,0.0,0.0,134.0,715.0,1.0,1.0,27.0,581.0,0.0,0.0,134.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1434.0,1183.0,1.0,0.0,248.0,0.0,1434.0,0.0,875.2692973726869,0.0,116.0,286.0,500.0,0.0,0.0,750.0,1934.0,0.0,4.0,0.0,1184.0,248.0,287.0,750.0,209.0,0.0,248.0,4.0,429.0,0.0,0.0,1.0
0.0,1125.0,685.0,1.0,0.0,81.0,0.0,1125.0,0.0,840.3223220380163,0.0,81.0,225.0,0.0,0.0,0.0,440.0,1125.0,0.0,3.0,0.0,685.0,81.0,225.0,440.0,201.0,0.0,81.0,3.0,306.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,1.0
0.0,555.0,310.0,1.0,0.0,0.0,0.0,555.0,0.0,780.6751565556949,0.0,68.0,111.0,0.0,0.0,0.0,245.0,555.0,0.0,1.0,0.0,310.0,0.0,111.0,245.0,134.0,0.0,0.0,1.0,111.0,0.0,0.0,1.0
0.0,0.0,376.0,0.0,0.0,108.0,0.0,0.0,0.0,808.665598827618,0.0,56.0,0.0,619.0,0.0,0.0,242.0,619.0,0.0,2.0,0.0,377.0,108.0,0.0,242.0,201.0,1.0,108.0,2.0,0.0,1.0,0.0,1.0
0.0,1165.0,550.0,1.0,0.0,248.0,1067.0,1165.0,0.0,838.3951743652281,3.0,84.0,233.0,0.0,0.0,0.0,615.0,1165.0,2.0,3.0,1067.0,550.0,248.0,233.0,615.0,201.0,0.0,248.0,3.0,350.0,0.0,0.0,1.0
0.0,808.0,461.0,1.0,0.0,0.0,0.0,808.0,0.0,978.0653641141918,0.0,29.0,161.0,0.0,0.0,0.0,347.0,808.0,0.0,8.0,0.0,461.0,0.0,162.0,347.0,186.0,0.0,0.0,8.0,161.0,0.0,0.0,1.0
0.0,0.0,572.0,0.0,0.0,264.0,0.0,0.0,0.0,811.438811332362,2.0,88.0,0.0,970.0,0.0,0.0,398.0,970.0,2.0,2.0,0.0,572.0,264.0,0.0,398.0,201.0,0.0,264.0,2.0,0.0,0.0,0.0,1.0
231.0,0.0,1211.0,0.0,0.0,0.0,724.0,0.0,0.0,847.7018875167416,1.0,97.0,0.0,1345.0,0.0,1.0,134.0,1345.0,0.0,3.0,724.0,1211.0,0.0,0.0,134.0,134.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
0.0,0.0,6.0,1.0,0.0,417.0,0.0,695.0,0.0,803.4481990305575,0.0,63.0,139.0,0.0,0.0,0.0,690.0,695.0,0.0,2.0,0.0,5.0,417.0,139.0,690.0,134.0,0.0,417.0,2.0,139.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,776.3038215905901,0.0,28.0,0.0,231.0,231.0,0.0,551.0,231.0,0.0,1.0,0.0,0.0,97.0,0.0,231.0,0.0,0.0,417.0,1.0,0.0,1.0,0.0,1.0
94.0,0.0,0.0,1.0,0.0,417.0,0.0,174.0,0.0,776.3038215905901,0.0,33.0,34.0,94.0,0.0,1.0,585.0,268.0,0.0,1.0,0.0,0.0,100.0,35.0,268.0,0.0,0.0,417.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,830.6395800723001,0.0,34.0,0.0,476.0,0.0,0.0,551.0,476.0,0.0,3.0,0.0,0.0,342.0,0.0,476.0,59.0,0.0,417.0,3.0,0.0,0.0,0.0,1.0
310.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,803.3541918270068,0.0,28.0,0.0,310.0,0.0,1.0,551.0,310.0,0.0,2.0,0.0,0.0,176.0,0.0,310.0,0.0,0.0,417.0,2.0,0.0,1.0,0.0,1.0
0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,623.0,810.263721287979,0.0,57.0,0.0,623.0,0.0,0.0,134.0,623.0,2.0,2.0,0.0,489.0,0.0,0.0,134.0,134.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,1101.0,330.0,1.0,0.0,417.0,0.0,1101.0,0.0,835.2929366480569,0.0,80.0,220.0,0.0,0.0,0.0,771.0,1101.0,0.0,3.0,0.0,330.0,417.0,220.0,771.0,134.0,0.0,417.0,3.0,220.0,0.0,0.0,1.0
438.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,858.583018742448,0.0,26.0,0.0,438.0,0.0,1.0,556.0,438.0,0.0,4.0,0.0,0.0,299.0,0.0,438.0,21.0,0.0,417.0,4.0,0.0,1.0,0.0,1.0
0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,623.0,783.1193438480117,0.0,76.0,0.0,623.0,0.0,0.0,134.0,623.0,0.0,1.0,0.0,489.0,0.0,0.0,134.0,134.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,2.0,0.0,0.0,0.0,1.0
0.0,1036.0,199.0,1.0,0.0,388.0,0.0,1036.0,0.0,833.4597961788194,0.0,75.0,207.0,0.0,0.0,0.0,837.0,1036.0,0.0,3.0,0.0,199.0,388.0,207.0,837.0,201.0,0.0,388.0,3.0,310.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,858.5830187424478,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,4.0,0.0,0.0,0.0,1.0
389.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,834.2588574089998,0.0,28.0,0.0,389.0,0.0,1.0,134.0,389.0,0.0,3.0,0.0,255.0,0.0,0.0,134.0,134.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
107.0,742.0,160.0,1.0,0.0,401.0,0.0,742.0,0.0,860.8391916276634,0.0,51.0,148.0,107.0,0.0,1.0,688.0,849.0,0.0,4.0,0.0,161.0,401.0,148.0,688.0,209.0,0.0,401.0,4.0,222.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0,0.0,776.3038215905901,0.0,15.0,24.0,0.0,0.0,0.0,158.0,123.0,1.0,1.0,0.0,0.0,0.0,25.0,123.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,384.0,0.0,0.0,105.0,0.0,0.0,623.0,781.7092357947521,0.0,76.0,0.0,623.0,0.0,0.0,239.0,623.0,0.0,1.0,0.0,384.0,105.0,0.0,239.0,201.0,1.0,106.0,1.0,0.0,1.0,0.0,1.0
0.0,1460.0,1033.0,1.0,0.0,0.0,0.0,1460.0,0.0,845.2106966226496,0.0,105.0,292.0,0.0,0.0,0.0,426.0,1460.0,0.0,3.0,0.0,1034.0,0.0,292.0,426.0,134.0,0.0,0.0,3.0,292.0,0.0,0.0,1.0
310.0,0.0,1598.0,0.0,0.0,0.0,2085.0,0.0,0.0,881.0977439928266,0.0,108.0,0.0,1796.0,0.0,1.0,198.0,1796.0,2.0,4.0,2085.0,1598.0,0.0,0.0,198.0,139.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
469.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,858.583018742448,0.0,28.0,0.0,469.0,0.0,1.0,556.0,469.0,0.0,4.0,0.0,0.0,330.0,0.0,469.0,52.0,0.0,417.0,4.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,491.0,0.0,0.0,17.0,0.0,0.0,19.0,783.1193438480117,0.0,79.0,0.0,643.0,0.0,0.0,151.0,643.0,1.0,1.0,0.0,492.0,17.0,0.0,151.0,151.0,0.0,18.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,432.0,0.0,0.0,77.0,0.0,0.0,329.0,782.4142898213819,0.0,79.0,0.0,643.0,0.0,0.0,211.0,643.0,1.0,1.0,0.0,432.0,77.0,0.0,211.0,201.0,0.0,78.0,1.0,0.0,1.0,0.0,1.0
0.0,1016.0,904.0,1.0,0.0,0.0,0.0,1016.0,0.0,816.0921679081188,0.0,113.0,203.0,225.0,0.0,0.0,337.0,1241.0,0.0,2.0,0.0,904.0,0.0,203.0,337.0,134.0,0.0,0.0,2.0,203.0,0.0,0.0,1.0
0.0,387.0,0.0,1.0,0.0,394.0,0.0,387.0,0.0,776.3038215905901,0.0,47.0,77.0,0.0,0.0,0.0,605.0,387.0,0.0,1.0,0.0,0.0,176.0,77.0,387.0,0.0,0.0,394.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,173.0,0.0,0.0,140.0,0.0,0.0,0.0,861.0272060347646,0.0,27.0,0.0,452.0,0.0,0.0,279.0,452.0,0.0,4.0,0.0,173.0,140.0,0.0,279.0,208.0,0.0,141.0,4.0,0.0,0.0,0.0,1.0
0.0,1032.0,452.0,1.0,0.0,237.0,0.0,1032.0,0.0,977.971356910641,0.0,39.0,206.0,50.0,0.0,0.0,629.0,1082.0,0.0,8.0,0.0,453.0,237.0,206.0,629.0,279.0,0.0,237.0,8.0,309.0,0.0,0.0,1.0
0.0,0.0,331.0,0.0,0.0,182.0,10.0,0.0,0.0,780.9571781663469,0.0,79.0,0.0,647.0,0.0,0.0,316.0,647.0,1.0,1.0,10.0,331.0,182.0,0.0,316.0,201.0,0.0,182.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,398.0,0.0,0.0,91.0,0.0,0.0,623.0,781.8972502018534,0.0,76.0,0.0,623.0,0.0,0.0,225.0,623.0,0.0,1.0,0.0,398.0,91.0,0.0,225.0,201.0,1.0,92.0,1.0,0.0,1.0,0.0,1.0
0.0,849.0,779.0,1.0,0.0,6.0,27.0,849.0,0.0,869.581861557873,0.0,68.0,169.0,287.0,0.0,0.0,355.0,1136.0,0.0,4.0,27.0,781.0,6.0,170.0,355.0,145.0,0.0,7.0,4.0,175.0,0.0,0.0,1.0
0.0,0.0,418.0,0.0,3.0,115.0,10.0,0.0,0.0,782.1792718125052,0.0,82.0,0.0,667.0,0.0,0.0,249.0,667.0,0.0,1.0,7.0,418.0,115.0,0.0,249.0,201.0,1.0,116.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,812.895922987397,0.0,74.0,0.0,812.0,0.0,0.0,134.0,812.0,1.0,2.0,0.0,678.0,0.0,0.0,134.0,134.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,623.0,816.2331787134448,0.0,106.0,0.0,1164.0,0.0,0.0,134.0,1164.0,0.0,2.0,0.0,1030.0,0.0,0.0,134.0,134.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,728.0,116.0,1.0,0.0,332.0,0.0,728.0,0.0,804.9993178891431,0.0,66.0,145.0,0.0,0.0,0.0,611.0,728.0,0.0,2.0,0.0,117.0,332.0,146.0,611.0,201.0,0.0,333.0,2.0,217.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,94.0,0.0,166.0,0.0,776.3038215905901,0.0,20.0,33.0,0.0,0.0,0.0,261.0,166.0,0.0,1.0,0.0,0.0,0.0,33.0,166.0,106.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,1208.0,773.0,1.0,0.0,0.0,0.0,1208.0,0.0,841.5444156841746,0.0,87.0,241.0,0.0,0.0,0.0,435.0,1208.0,0.0,3.0,0.0,773.0,0.0,242.0,435.0,134.0,0.0,0.0,3.0,241.0,0.0,0.0,1.0
0.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,783.1193438480117,0.0,115.0,0.0,942.0,0.0,0.0,159.0,942.0,1.0,1.0,0.0,783.0,0.0,0.0,159.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,1529.0,0.0,0.0,60.0,0.0,0.0,0.0,880.1576719573203,0.0,107.0,0.0,1783.0,0.0,0.0,253.0,1783.0,0.0,4.0,0.0,1530.0,60.0,0.0,253.0,199.0,1.0,60.0,4.0,0.0,0.0,0.0,1.0
0.0,1062.0,299.0,1.0,0.0,417.0,0.0,1062.0,0.0,834.869904232079,0.0,77.0,212.0,0.0,0.0,0.0,763.0,1062.0,0.0,3.0,0.0,299.0,417.0,212.0,763.0,169.0,0.0,417.0,3.0,286.0,0.0,0.0,1.0
0.0,585.0,329.0,1.0,0.0,0.0,0.0,585.0,0.0,863.2363753182046,0.0,35.0,117.0,0.0,0.0,0.0,256.0,585.0,0.0,4.0,0.0,329.0,0.0,117.0,256.0,139.0,0.0,0.0,4.0,117.0,0.0,0.0,1.0
0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,783.1193438480117,0.0,102.0,0.0,834.0,0.0,0.0,134.0,834.0,1.0,1.0,0.0,700.0,0.0,0.0,134.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,776.3038215905901,0.0,28.0,0.0,231.0,231.0,0.0,317.0,231.0,0.0,1.0,0.0,0.0,97.0,0.0,231.0,115.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,387.0,0.0,0.0,830.6395800723001,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,3.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,3.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,43.0,840.6043436486682,0.0,61.0,0.0,839.0,0.0,0.0,134.0,839.0,0.0,3.0,0.0,705.0,0.0,0.0,134.0,134.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
0.0,1092.0,712.0,1.0,0.0,0.0,0.0,1092.0,0.0,897.1962750155935,0.0,56.0,218.0,0.0,0.0,0.0,380.0,1092.0,0.0,5.0,0.0,712.0,0.0,218.0,380.0,162.0,0.0,0.0,5.0,218.0,0.0,0.0,1.0
0.0,0.0,430.0,0.0,0.0,59.0,0.0,0.0,623.0,782.3672862196065,0.0,76.0,0.0,623.0,0.0,0.0,193.0,623.0,0.0,1.0,0.0,430.0,59.0,0.0,193.0,193.0,1.0,59.0,1.0,0.0,1.0,0.0,1.0
0.0,1335.0,1254.0,1.0,0.0,0.0,169.0,1335.0,0.0,904.8108585031956,0.0,86.0,267.0,348.0,0.0,0.0,429.0,1683.0,0.0,5.0,169.0,1254.0,0.0,267.0,429.0,162.0,1.0,0.0,5.0,267.0,0.0,0.0,1.0
0.0,0.0,765.0,0.0,0.0,54.0,230.0,0.0,668.0,814.1650202353306,2.0,87.0,0.0,953.0,0.0,0.0,188.0,953.0,2.0,2.0,230.0,765.0,54.0,0.0,188.0,188.0,0.0,54.0,2.0,0.0,1.0,0.0,1.0
310.0,664.0,707.0,1.0,0.0,0.0,0.0,664.0,0.0,813.3189554033748,0.0,89.0,132.0,310.0,0.0,1.0,266.0,974.0,0.0,2.0,0.0,708.0,0.0,133.0,266.0,134.0,0.0,0.0,2.0,132.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,830.6395800723001,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0
0.0,162.0,297.0,1.0,0.0,310.0,583.0,962.0,0.0,891.3208247936785,0.0,49.0,192.0,0.0,0.0,0.0,664.0,962.0,0.0,5.0,583.0,298.0,310.0,192.0,664.0,243.0,0.0,310.0,5.0,288.0,0.0,0.0,1.0
0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,415.0,780.2521241397171,0.0,51.0,0.0,415.0,0.0,0.0,134.0,415.0,0.0,1.0,0.0,281.0,0.0,0.0,134.0,134.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,536.0,1.0,0.0,0.0,26.0,867.0,0.0,838.2071599581268,0.0,63.0,173.0,0.0,0.0,0.0,330.0,867.0,0.0,3.0,26.0,537.0,0.0,173.0,330.0,134.0,0.0,0.0,3.0,173.0,0.0,0.0,1.0
0.0,1720.0,1242.0,1.0,0.0,0.0,0.0,1720.0,0.0,848.1719235344949,0.0,124.0,344.0,0.0,0.0,0.0,478.0,1720.0,0.0,3.0,0.0,1242.0,0.0,344.0,478.0,134.0,0.0,0.0,3.0,344.0,0.0,0.0,1.0
389.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,830.6395800723001,0.0,28.0,0.0,389.0,0.0,1.0,551.0,389.0,0.0,3.0,0.0,0.0,255.0,0.0,389.0,0.0,0.0,417.0,3.0,0.0,1.0,0.0,1.0
0.0,0.0,386.0,0.0,0.0,103.0,0.0,0.0,623.0,781.7562393965273,0.0,76.0,0.0,623.0,0.0,0.0,237.0,623.0,0.0,1.0,0.0,386.0,103.0,0.0,237.0,201.0,1.0,104.0,1.0,0.0,1.0,0.0,1.0
0.0,1487.0,1742.0,1.0,0.0,0.0,0.0,1487.0,0.0,911.7203879641678,0.0,113.0,297.0,714.0,0.0,0.0,459.0,2201.0,0.0,5.0,0.0,1742.0,0.0,297.0,459.0,162.0,0.0,0.0,5.0,297.0,0.0,0.0,1.0
0.0,0.0,182.0,0.0,0.0,347.0,785.0,0.0,0.0,778.8890196882328,0.0,81.0,0.0,663.0,0.0,0.0,481.0,663.0,0.0,1.0,785.0,182.0,347.0,0.0,481.0,201.0,1.0,348.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,623.0,783.1193438480117,0.0,76.0,0.0,623.0,0.0,0.0,134.0,623.0,0.0,1.0,0.0,489.0,0.0,0.0,134.0,134.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,1.0,0.0,0.0,0.0,1.0
89.0,0.0,0.0,0.0,0.0,232.0,14.0,0.0,0.0,803.3541918270068,0.0,12.0,0.0,129.0,0.0,1.0,366.0,129.0,0.0,2.0,14.0,0.0,0.0,0.0,129.0,0.0,0.0,232.0,2.0,0.0,1.0,0.0,1.0
0.0,144.0,0.0,1.0,0.0,417.0,0.0,144.0,0.0,858.583018742448,4.0,9.0,28.0,0.0,0.0,0.0,584.0,144.0,0.0,4.0,0.0,0.0,0.0,29.0,144.0,0.0,0.0,417.0,4.0,0.0,0.0,0.0,1.0
0.0,0.0,1268.0,0.0,0.0,82.0,0.0,0.0,361.0,876.44438741707,0.0,89.0,0.0,1489.0,0.0,0.0,221.0,1489.0,0.0,4.0,0.0,1268.0,82.0,0.0,221.0,209.0,1.0,82.0,4.0,0.0,0.0,0.0,1.0
0.0,817.0,0.0,1.0,0.0,259.0,0.0,817.0,0.0,831.8616737184585,1.0,59.0,163.0,0.0,0.0,0.0,731.0,817.0,0.0,3.0,0.0,86.0,259.0,163.0,731.0,201.0,0.0,260.0,3.0,244.0,0.0,0.0,1.0
